Current       Voltage         Power         Tempreture        Humidity          Flux          Illuminance         LM35-1      LM35-2        SNo.      LM35-3      LM35-4
        25.00*A        0.05*mV        1.25*Watt        30.00*C        15.00%        54612.00*LX        431.43*W/m2        10.74*C        10.74*C        2336        35.98*C        32.44*C

        25.00*A        0.05*mV        1.25*Watt        30.00*C        15.00%        54612.00*LX        431.43*W/m2        10.74*C        10.74*C        2337        43.61*C        37.81*C

        25.00*A        0.05*mV        1.25*Watt        30.00*C        15.00%        54612.00*LX        431.43*W/m2        10.74*C        10.74*C        2338        24.70*C        26.42*C

        25.00*A        0.05*mV        1.25*Watt        30.00*C        15.00%        54612.00*LX        431.43*W/m2        10.74*C        10.74*C        2339        32.01*C        31.15*C

        25.00*A        0.05*mV        1.25*Watt        30.00*C        15.00%        54612.00*LX        431.43*W/m2        10.74*C        10.74*C        2340        20.30*C        23.85*C

        25.00*A        0.05*mV        1.25*Watt        30.00*C        15.00%        54612.00*LX        431.43*W/m2        10.85*C        10.74*C        2341        21.27*C        24.38*C

        25.00*A        0.05*mV        1.25*Watt        30.00*C        15.00%        54612.00*LX        431.43*W/m2        10.85*C        10.74*C        2342        20.19*C        23.63*C

        25.00*A        0.05*mV        1.25*Watt        30.00*C        15.00%        54612.00*LX        431.43*W/m2        10.85*C        10.85*C        2343        17.94*C        22.34*C

        25.00*A        0.05*mV        1.25*Watt        30.00*C        15.00%        54612.00*LX        431.43*W/m2        10.85*C        10.85*C        2344        19.44*C        23.42*C

        25.00*A        0.05*mV        1.25*Watt        30.00*C        15.00%        54612.00*LX        431.43*W/m2        10.85*C        10.85*C        2345        19.44*C        23.31*C

        25.00*A        0.05*mV        1.25*Watt        30.00*C        15.00%        54612.00*LX        431.43*W/m2        10.96*C        10.85*C        2346        21.37*C        24.27*C

        25.00*A        0.05*mV        1.25*Watt        30.00*C        15.00%        54612.00*LX        431.43*W/m2        10.96*C        10.85*C        2347        30.83*C        30.29*C

        25.00*A        0.05*mV        1.25*Watt        30.00*C        15.00%        54612.00*LX        431.43*W/m2        10.85*C        10.85*C        2348        21.05*C        24.17*C

        25.00*A        0.05*mV        1.25*Watt        30.00*C        15.00%        54612.00*LX        431.43*W/m2        10.85*C        10.85*C        2349        17.94*C        22.45*C

        25.00*A        0.05*mV        1.25*Watt        30.00*C        15.00%        54612.00*LX        431.43*W/m2        10.96*C        10.74*C        2350        17.29*C        22.02*C

        25.00*A        0.05*mV        1.25*Watt        30.00*C        15.00%        54612.00*LX        431.43*W/m2        10.96*C        10.85*C        2351        13.53*C        19.87*C

        25.00*A        0.05*mV        1.25*Watt        30.00*C        15.00%        54612.00*LX        431.43*W/m2        10.85*C        10.85*C        2352        17.83*C        22.56*C

        25.00*A        0.05*mV        1.25*Watt        30.00*C        15.00%        54612.00*LX        431.43*W/m2        10.96*C        10.96*C        2353        10.20*C        18.15*C

        25.00*A        0.05*mV        1.25*Watt        30.00*C        15.00%        54612.00*LX        431.43*W/m2        10.96*C        10.85*C        2354        21.59*C        24.92*C

        25.00*A        0.05*mV        1.25*Watt        30.00*C        15.00%        54612.00*LX        431.43*W/m2        11.06*C        10.96*C        2355        22.56*C        25.24*C

        25.00*A        0.05*mV        1.25*Watt        30.00*C        15.00%        54612.00*LX        431.43*W/m2        11.17*C        10.96*C        2356        27.93*C        28.57*C

        25.00*A        0.05*mV        1.25*Watt        30.00*C        15.00%        54612.00*LX        431.43*W/m2        11.17*C        10.96*C        2357        14.18*C        20.30*C

        25.00*A        0.05*mV        1.25*Watt        30.00*C        15.00%        54612.00*LX        431.43*W/m2        11.17*C        10.96*C        2358        25.78*C        27.28*C

        25.00*A        0.05*mV        1.25*Watt        30.00*C        15.00%        54612.00*LX        431.43*W/m2        11.17*C        10.85*C        2359        22.02*C        24.70*C

        25.00*A        0.05*mV        1.25*Watt        30.00*C        15.00%        54612.00*LX        431.43*W/m2        11.06*C        10.96*C        2360        23.52*C        25.67*C

        25.00*A        0.05*mV        1.25*Watt        30.00*C        15.00%        54612.00*LX        431.43*W/m2        11.06*C        10.96*C        2361        21.80*C        24.60*C

        25.00*A        0.05*mV        1.25*Watt        30.00*C        15.00%        54612.00*LX        431.43*W/m2        11.17*C        10.96*C        2362        19.98*C        23.52*C

        25.00*A        0.05*mV        1.25*Watt        30.00*C        15.00%        54612.00*LX        431.43*W/m2        11.28*C        10.96*C        2363        24.17*C        25.99*C

        25.00*A        0.05*mV        1.25*Watt        30.00*C        15.00%        54612.00*LX        431.43*W/m2        11.17*C        10.96*C        2364        22.88*C        25.24*C

        25.00*A        0.05*mV        1.25*Watt        30.00*C        15.00%        54612.00*LX        431.43*W/m2        11.17*C        11.06*C        2365        19.33*C        23.20*C

        25.00*A        0.05*mV        1.25*Watt        30.00*C        15.00%        54612.00*LX        431.43*W/m2        11.28*C        10.96*C        2366        22.23*C        24.92*C

        25.00*A        0.05*mV        1.25*Watt        30.00*C        15.00%        54612.00*LX        431.43*W/m2        11.17*C        10.96*C        2367        22.88*C        25.35*C

        25.00*A        0.05*mV        1.25*Watt        30.00*C        15.00%        54612.00*LX        431.43*W/m2        11.17*C        10.96*C        2368        20.30*C        23.74*C

        25.00*A        0.05*mV        1.25*Watt        30.00*C        15.00%        54612.00*LX        431.43*W/m2        11.17*C        11.06*C        2369        22.02*C        24.70*C

        25.00*A        0.05*mV        1.25*Watt        30.00*C        15.00%        54612.00*LX        431.43*W/m2        11.28*C        10.96*C        2370        17.83*C        22.23*C

        25.00*A        0.05*mV        1.25*Watt        30.00*C        15.00%        54612.00*LX        431.43*W/m2        11.17*C        10.96*C        2371        25.56*C        26.96*C

        25.00*A        0.05*mV        1.25*Watt        30.00*C        15.00%        54612.00*LX        431.43*W/m2        11.28*C        10.96*C        2372        55.32*C        45.01*C

        25.00*A        0.05*mV        1.25*Watt        30.00*C        15.00%        54612.00*LX        431.43*W/m2        11.28*C        10.96*C        2373        22.23*C        24.81*C

        25.00*A        0.05*mV        1.25*Watt        30.00*C        15.00%        54612.00*LX        431.43*W/m2        11.28*C        10.96*C        2374        20.30*C        23.95*C

        25.00*A        0.05*mV        1.25*Watt        30.00*C        15.00%        54612.00*LX        431.43*W/m2        11.28*C        10.96*C        2375        18.58*C        22.77*C

        25.00*A        0.05*mV        1.25*Watt        30.00*C        15.00%        54612.00*LX        431.43*W/m2        11.28*C        11.06*C        2376        15.25*C        20.95*C

        25.00*A        0.05*mV        1.25*Watt        30.00*C        15.00%        54612.00*LX        431.43*W/m2        11.17*C        10.85*C        2377        26.10*C        27.50*C

        25.00*A        0.05*mV        1.25*Watt        30.00*C        15.00%        54612.00*LX        431.43*W/m2        11.17*C        10.96*C        2378        19.33*C        23.31*C

        25.00*A        0.05*mV        1.25*Watt        30.00*C        15.00%        54612.00*LX        431.43*W/m2        11.28*C        10.96*C        2379        20.84*C        24.06*C

        25.00*A        0.05*mV        1.25*Watt        30.00*C        15.00%        54612.00*LX        431.43*W/m2        11.28*C        10.96*C        2380        19.76*C        23.31*C

        25.00*A        0.05*mV        1.25*Watt        30.00*C        15.00%        54612.00*LX        431.43*W/m2        11.28*C        11.06*C        2381        20.41*C        23.85*C

        25.00*A        0.05*mV        1.25*Watt        30.00*C        15.00%        54612.00*LX        431.43*W/m2        11.28*C        10.96*C        2382        28.03*C        28.57*C

        25.00*A        0.05*mV        1.25*Watt        30.00*C        15.00%        54612.00*LX        431.43*W/m2        11.28*C        10.96*C        2383        19.98*C        23.63*C

        25.00*A        0.05*mV        1.25*Watt        30.00*C        15.00%        54612.00*LX        431.43*W/m2        11.28*C        10.96*C        2384        19.98*C        23.52*C

        25.00*A        0.05*mV        1.25*Watt        30.00*C        15.00%        54612.00*LX        431.43*W/m2        11.28*C        10.96*C        2385        17.62*C        22.34*C

        25.00*A        0.05*mV        1.25*Watt        30.00*C        15.00%        54612.00*LX        431.43*W/m2        11.17*C        11.06*C        2386        19.55*C        23.20*C

        25.00*A        0.05*mV        1.25*Watt        30.00*C        15.00%        54612.00*LX        431.43*W/m2        11.17*C        11.06*C        2387        22.77*C        25.13*C

        25.00*A        0.05*mV        1.25*Watt        30.00*C        15.00%        54612.00*LX        431.43*W/m2        11.17*C        11.06*C        2388        19.23*C        22.99*C

        25.00*A        0.05*mV        1.25*Watt        30.00*C        15.00%        54612.00*LX        431.43*W/m2        11.17*C        10.85*C        2389        21.16*C        24.27*C

        25.00*A        0.05*mV        1.25*Watt        30.00*C        15.00%        54612.00*LX        431.43*W/m2        11.17*C        10.96*C        2390        20.41*C        23.85*C

        25.00*A        0.05*mV        1.25*Watt        30.00*C        15.00%        54612.00*LX        431.43*W/m2        11.06*C        10.96*C        2391        20.52*C        23.85*C

        25.00*A        0.05*mV        1.25*Watt        30.00*C        15.00%        54612.00*LX        431.43*W/m2        11.17*C        11.06*C        2392        22.66*C        25.03*C

        25.00*A        0.05*mV        1.25*Watt        30.00*C        15.00%        54612.00*LX        431.43*W/m2        11.06*C        10.96*C        2393        8.92*C        17.08*C

        25.00*A        0.05*mV        1.25*Watt        30.00*C        15.00%        54612.00*LX        431.43*W/m2        11.06*C        10.96*C        2394        21.37*C        24.49*C

        25.00*A        0.05*mV        1.25*Watt        30.00*C        15.00%        54612.00*LX        431.43*W/m2        11.17*C        10.96*C        2395        19.23*C        23.09*C

        25.00*A        0.05*mV        1.25*Watt        30.00*C        15.00%        54612.00*LX        431.43*W/m2        11.17*C        10.96*C        2396        21.16*C        24.06*C

        25.00*A        0.05*mV        1.25*Watt        30.00*C        15.00%        54612.00*LX        431.43*W/m2        11.06*C        10.96*C        2397        20.84*C        23.95*C

        25.00*A        0.05*mV        1.25*Watt        30.00*C        15.00%        54612.00*LX        431.43*W/m2        10.96*C        10.96*C        2398        19.87*C        23.52*C
